id,ans
533,3
534,2
535,4
536,1
537,2
538,0
539,4
540,2
541,3
542,2
543,1
544,1
545,4
546,4
547,1
548,4
549,4
550,3
551,0
552,5
553,0
554,0
555,2
556,4
557,3
558,1
559,2
560,0
561,5
562,1
563,1
564,1
565,0
566,0
567,2
568,1
569,4
570,3
571,4
572,0
573,2
574,0
575,2
576,1
577,5
578,4
579,1
580,0
581,2
582,5
583,1
584,0
585,5
586,0
587,3
588,3
589,5
590,1
591,4
592,3
593,3
594,2
595,3
596,0
597,1
598,4
599,3
600,3
601,1
602,3
603,0
604,5
605,5
606,3
607,1
608,5
609,2
610,0
611,3
612,3
613,1
614,1
615,1
616,3
617,5
618,5
619,1
620,5
621,0
622,2
623,4
624,2
625,2
626,5
627,3
628,3
629,1
630,4
631,0
632,3
633,4
634,0
635,0
636,4
637,3
638,2
639,3
640,4
641,0
642,4
643,3
644,3
645,4
646,2
647,1
648,0
649,3
650,2
651,5
652,0
653,4
654,1
655,2
656,0
657,2
658,0
659,2
660,0
661,2
662,2
663,5
664,3
665,4
666,0
667,1
668,3
669,5
670,5
671,5
672,4
673,3
674,2
675,5
676,3
677,5
678,0
679,3
680,1
681,4
682,2
683,5
684,2
685,1
686,0
687,0
688,3
689,3
690,3
691,1
692,4
693,0
694,4
695,5
696,1
697,2
698,2
699,2
700,2
701,2
702,2
703,1
704,5
705,5
706,1
707,0
708,3
709,5
710,1
711,1
712,5
713,2
714,1
715,3
716,3
717,0
718,1
719,1
720,4
721,1
722,5
723,4
724,4
725,0
726,4
727,4
728,2
729,0
730,1
731,3
732,0
733,2
734,1
735,0
736,1
737,0
738,4
739,5
740,5
741,4
742,3
743,0
744,2
745,2
746,5
747,2
748,0
749,5
750,1
751,5
752,2
753,2
754,0
755,5
756,0
757,1
758,3
759,2
760,2
761,2
762,5
763,2
764,3
765,1
766,3
767,1
768,2
769,4
770,3
771,2
772,3
773,0
774,0
775,2
776,5
777,5
778,2
779,5
780,3
781,0
782,4
783,1
784,4
785,4
786,3
787,1
788,2
789,5
790,3
791,0
792,5
793,3
794,3
795,5
796,4
797,2
798,3
799,0
800,5
801,2
802,0
803,1
804,4
805,5
806,1
807,1
808,1
809,0
810,3
811,0
812,0
813,1
814,4
815,4
816,1
817,1
818,2
819,2
820,4
821,5
822,1
823,2
824,0
825,2
826,5
827,1
828,5
829,4
830,2
831,0
832,0
833,1
834,4
835,4
836,1
837,5
838,0
839,3
840,3
841,0
842,1
843,3
844,4
845,1
846,5
847,2
848,4
849,1
850,0
851,0
852,0
853,1
854,4
855,4
856,2
857,5
858,0
859,1
860,3
861,1
862,1
863,3
864,3
865,0
866,4
867,0
868,3
869,5
870,2
871,0
872,3
873,3
874,3
875,0
876,5
877,2
878,4
879,3
880,0
881,2
882,2
883,3
884,5
885,5
886,4
887,0
888,1
889,2
890,5
891,0
892,2
893,3
894,0
895,1
896,5
897,3
898,0
899,1
900,4
901,2
902,3
903,1
904,1
905,0
906,2
907,2
908,0
909,1
910,2
911,1
912,4
913,0
914,5
915,4
916,2
917,4
918,0
919,0
920,2
921,4
922,0
923,4
924,2
925,3
926,5
927,1
928,1
929,1
930,1
931,2
932,5
933,3
934,0
935,2
936,3
937,2
938,4
939,4
940,2
941,1
942,4
943,5
944,4
945,0
946,3
947,2
948,4
949,5
950,1
951,4
952,0
953,2
954,4
955,1
956,4
957,4
958,4
959,3
960,0
961,5
962,2
963,3
964,5
965,5
966,3
967,2
968,3
969,3
970,0
971,5
972,5
973,4
974,3
975,3
976,2
977,4
978,4
979,4
980,4
981,4
982,4
983,0
984,3
985,0
986,0
987,3
988,0
989,0
990,0
991,2
992,4
993,0
994,1
995,3
996,0
997,5
998,2
999,1
1000,2
1001,4
1002,4
1003,5
1004,3
1005,2
1006,1
1007,3
1008,4
1009,5
1010,0
1011,4
1012,2
1013,0
1014,2
1015,5
1016,3
1017,1
1018,3
1019,5
1020,5
1021,1
1022,0
1023,2
1024,4
1025,4
1026,3
1027,1
1028,2
1029,0
1030,4
1031,0
1032,4
1033,3
1034,5
1035,0
1036,2
1037,3
1038,2
1039,0
1040,1
1041,4
1042,5
1043,1
1044,2
1045,1
1046,4
1047,1
1048,0
1049,3
1050,0
1051,3
1052,5
1053,4
1054,1
1055,4
1056,4
1057,4
1058,5
1059,5
1060,4
1061,2
1062,1
1063,3
1064,0
1065,2
1066,0
1067,4
1068,0
1069,5
1070,2
1071,3
1072,3
1073,4
1074,5
1075,1
1076,5
1077,5
1078,1
1079,2
1080,2
1081,0
1082,4
1083,0
1084,2
1085,3
1086,1
1087,2
1088,0
1089,5
1090,4
1091,3
1092,4
1093,4
1094,3
1095,4
1096,4
1097,5
1098,0
1099,1
1100,0
1101,2
1102,1
1103,5
1104,1
1105,4
1106,2
1107,2
1108,2
1109,3
1110,3
1111,0
1112,3
1113,3
1114,2
1115,0
1116,0
1117,2
1118,0
1119,5
1120,3
1121,0
1122,0
1123,0
1124,2
1125,4
1126,3
1127,4
1128,3
1129,3
1130,2
1131,5
1132,3
1133,2
1134,1
1135,3
1136,2
1137,2
1138,0
1139,4
1140,1
1141,3
1142,0
1143,3
1144,5
1145,1
1146,5
1147,0
1148,3
1149,3
1150,1
1151,3
1152,1
1153,0
1154,2
1155,3
1156,4
1157,5
1158,0
1159,2
1160,5
1161,5
1162,0
1163,1
1164,1
1165,0
1166,0
1167,0
1168,1
1169,0
1170,5
1171,0
1172,3
1173,3
1174,2
1175,2
1176,1
1177,2
1178,5
1179,3
1180,1
1181,4
1182,4
1183,2
1184,0
1185,4
1186,3
1187,5
1188,2
1189,2
1190,4
1191,4
1192,2
1193,2
1194,3
1195,1
1196,3
1197,4
1198,5
1199,4
1200,5
1201,1
1202,2
1203,0
1204,5
1205,3
1206,0
1207,5
1208,3
1209,3
1210,3
1211,3
1212,2
1213,4
1214,1
1215,5
1216,0
1217,0
1218,4
1219,1
1220,0
1221,3
1222,3
1223,3
1224,0
1225,1
1226,5
1227,2
1228,4
1229,2
1230,3
1231,5
1232,3
1233,5
1234,1
1235,1
1236,3
1237,1
1238,1
1239,3
1240,3
1241,2
1242,5
1243,2
1244,2
1245,4
1246,0
1247,2
1248,0
1249,3
1250,0
1251,0
1252,4
1253,4
1254,0
1255,4
1256,4
1257,3
1258,4
1259,0
1260,2
1261,0
1262,5
1263,0
1264,2
1265,5
1266,1
1267,0
1268,1
1269,4
1270,2
1271,0
1272,4
1273,5
1274,3
1275,3
1276,0
1277,2
1278,3
1279,4
1280,5
1281,0
1282,2
1283,5
1284,5
1285,3
1286,0
1287,0
1288,1
1289,0
1290,5
1291,1
1292,0
1293,3
1294,5
1295,3
1296,2
1297,3
1298,1
1299,1
1300,5
1301,1
1302,1
1303,2
1304,4
1305,4
1306,3
1307,3
1308,5
1309,0
1310,3
1311,1
1312,1
1313,3
1314,5
1315,3
1316,4
1317,4
1318,1
1319,3
1320,0
1321,0
1322,0
1323,4
1324,2
1325,1
1326,0
1327,4
1328,4
1329,1
1330,2
1331,1
1332,0
1333,2
1334,2
1335,2
1336,0
1337,2
1338,3
1339,2
1340,3
1341,4
1342,3
1343,3
1344,0
1345,4
1346,3
1347,4
1348,4
1349,0
1350,0
1351,0
1352,0
1353,4
1354,2
1355,4
1356,4
1357,0
1358,3
1359,3
1360,3
1361,0
1362,5
1363,3
1364,2
1365,0
1366,0
1367,1
1368,2
1369,5
1370,4
1371,5
1372,3
1373,5
1374,0
1375,1
1376,5
1377,4
1378,1
1379,0
1380,3
1381,3
1382,0
1383,1
1384,3
1385,0
1386,3
1387,3
1388,0
1389,3
1390,1
1391,4
1392,2
1393,3
1394,5
1395,3
1396,4
1397,1
1398,3
1399,3
1400,3
1401,5
1402,1
1403,3
1404,4
1405,3
1406,3
1407,0
1408,5
1409,0
1410,0
1411,3
1412,3
1413,5
1414,0
1415,2
1416,1
1417,5
1418,0
1419,0
1420,3
1421,3
1422,0
1423,5
1424,1
1425,0
1426,2
1427,1
1428,1
1429,4
1430,1
1431,5
1432,2
1433,2
1434,3
1435,5
1436,0
1437,4
1438,5
1439,1
1440,3
1441,5
1442,2
1443,5
1444,2
1445,1
1446,3
1447,4
1448,1
1449,3
1450,0
1451,3
1452,1
1453,1
1454,3
1455,4
1456,2
1457,2
1458,2
1459,0
1460,5
1461,2
1462,4
1463,5
1464,0
1465,0
1466,1
1467,3
1468,0
1469,1
1470,4
1471,0
1472,4
1473,5
1474,2
1475,5
1476,1
1477,3
1478,3
1479,5
1480,3
1481,1
1482,1
1483,0
1484,2
1485,1
1486,4
1487,0
1488,2
1489,2
1490,2
1491,0
1492,5
1493,4
1494,4
1495,3
1496,1
1497,2
1498,3
1499,2
1500,2
1501,1
1502,2
1503,1
1504,3
1505,1
1506,5
1507,4
1508,5
1509,5
1510,5
1511,4
1512,4
1513,4
1514,4
1515,5
1516,0
1517,3
1518,1
1519,4
1520,2
1521,3
1522,1
1523,3
1524,3
1525,5
1526,0
1527,3
1528,3
1529,0
1530,3
1531,5
1532,4
1533,2
1534,4
1535,3
1536,0
1537,2
1538,0
1539,0
1540,4
1541,5
1542,5
1543,1
1544,4
1545,1
1546,5
1547,0
1548,0
1549,4
1550,4
1551,0
1552,5
1553,0
1554,3
1555,0
1556,0
1557,2
1558,2
1559,5
1560,2
1561,2
1562,4
1563,0
1564,1
1565,2
1566,5
1567,0
1568,2
1569,1
1570,5
1571,1
1572,2
1573,3
1574,4
1575,0
1576,0
1577,1
1578,2
1579,5
1580,5
1581,5
1582,3
1583,3
1584,3
1585,0
1586,1
1587,3
1588,5
1589,5
1590,5
1591,5
1592,2
1593,1
1594,4
1595,4
1596,3
1597,5
1598,4
1599,5
1600,0
1601,1
1602,2
1603,1
1604,2
1605,3
1606,0
1607,4
1608,3
1609,1
1610,5
1611,0
1612,3
1613,1
1614,2
1615,5
1616,0
1617,5
1618,5
1619,0
1620,5
1621,3
1622,0
1623,0
1624,1
1625,4
1626,3
1627,3
1628,1
1629,2
1630,4
1631,3
1632,5
1633,0
1634,0
1635,4
1636,4
1637,5
1638,4
1639,0
1640,3
1641,4
1642,0
1643,4
1644,1
1645,1
1646,3
1647,4
1648,0
1649,3
1650,2
1651,0
1652,2
1653,2
1654,0
1655,3
1656,3
1657,3
1658,1
1659,3
1660,4
1661,0
1662,4
1663,5
1664,3
1665,2
1666,2
1667,4
1668,2
1669,3
1670,0
1671,0
1672,1
1673,2
1674,3
1675,4
1676,4
1677,5
1678,0
1679,2
1680,1
1681,3
1682,1
1683,2
1684,0
1685,0
1686,5
1687,5
1688,0
1689,5
1690,0
1691,3
1692,1
1693,3
1694,1
1695,4
1696,0
1697,5
1698,3
1699,1
1700,1
1701,1
1702,0
1703,0
1704,2
1705,2
1706,4
1707,1
1708,4
1709,4
1710,2
1711,0
1712,5
1713,2
1714,4
1715,3
1716,3
1717,3
1718,2
1719,0
1720,0
1721,5
1722,4
1723,4
1724,1
1725,5
1726,4
1727,5
1728,5
1729,0
1730,3
1731,1
1732,2
1733,1
1734,4
1735,2
1736,4
1737,2
1738,3
1739,1
1740,4
1741,2
1742,5
1743,0
1744,1
1745,5
1746,4
1747,1
1748,1
1749,2
1750,0
1751,1
1752,3
1753,2
1754,3
1755,5
1756,2
1757,3
1758,4
1759,3
1760,0
1761,5
1762,3
1763,2
1764,1
1765,2
1766,2
1767,0
1768,2
1769,2
1770,1
1771,0
1772,0
1773,1
1774,1
1775,0
1776,4
1777,4
1778,5
1779,3
1780,0
1781,5
1782,3
1783,2
1784,4
1785,5
1786,4
1787,4
1788,0
1789,3
1790,1
1791,5
1792,1
1793,0
1794,2
1795,1
1796,5
1797,4
1798,1
1799,4
1800,2
1801,4
1802,4
1803,0
1804,0
1805,1
1806,0
1807,1
1808,1
1809,1
1810,5
1811,1
1812,0
1813,1
1814,1
1815,1
1816,3
1817,0
1818,1
1819,2
1820,0
1821,0
1822,0
1823,2
1824,0
1825,4
1826,2
1827,0
1828,2
1829,0
1830,2
1831,4
1832,0
1833,1
1834,2
1835,4
1836,4
1837,3
1838,2
1839,3
1840,4
1841,5
1842,1
1843,1
1844,4
1845,5
1846,4
1847,2
1848,4
1849,4
1850,0
1851,0
1852,2
1853,1
1854,3
1855,1
1856,4
1857,3
1858,2
1859,5
1860,2
1861,5
1862,2
1863,0
1864,5
1865,4
1866,4
1867,1
1868,1
1869,5
1870,3
1871,0
1872,5
1873,5
1874,0
1875,5
1876,2
1877,3
1878,1
1879,3
1880,2
1881,0
1882,1
1883,5
1884,5
1885,0
1886,3
1887,2
1888,5
1889,2
1890,3
1891,4
1892,2
1893,2
1894,2
1895,0
1896,2
1897,2
1898,5
1899,2
1900,3
1901,0
1902,1
1903,1
1904,4
1905,0
1906,4
1907,0
1908,3
1909,1
1910,2
1911,1
1912,1
1913,1
1914,0
1915,0
1916,0
1917,3
1918,2
1919,3
1920,5
1921,4
1922,2
1923,3
1924,5
1925,3
1926,0
1927,0
1928,1
1929,4
1930,5
1931,4
1932,3
1933,2
1934,1
1935,5
1936,2
1937,5
1938,5
1939,0
1940,1
1941,1
1942,4
1943,0
1944,3
1945,1
1946,1
1947,1
1948,1
1949,2
1950,1
1951,5
1952,3
1953,0
1954,0
1955,4
1956,5
1957,0
1958,0
1959,0
1960,5
1961,3
1962,0
1963,1
1964,0
1965,0
1966,1
1967,3
1968,2
1969,3
1970,2
1971,3
1972,0
1973,2
1974,3
1975,3
1976,2
1977,0
1978,4
1979,0
1980,1
1981,4
1982,5
1983,5
1984,0
1985,4
1986,0
1987,2
1988,0
1989,5
1990,1
1991,2
1992,2
1993,3
1994,4
1995,2
1996,0
1997,4
1998,3
1999,3
2000,1
2001,4
2002,5
2003,4
2004,4
2005,0
2006,4
2007,5
2008,0
2009,0
2010,3
2011,5
2012,2
2013,4
2014,5
2015,0
2016,5
2017,2
2018,5
2019,5
2020,0
2021,3
2022,1
2023,1
2024,1
2025,5
2026,2
2027,0
2028,3
2029,3
2030,4
2031,1
2032,0
2033,3
2034,3
2035,2
2036,2
2037,2
2038,3
2039,2
2040,1
2041,2
2042,4
2043,4
2044,5
2045,3
2046,5
2047,2
2048,4
2049,5
2050,0
2051,5
2052,1
2053,0
2054,4
2055,1
2056,2
2057,3
2058,0
2059,5
2060,4
2061,2
2062,0
2063,5
2064,0
2065,5
2066,0
2067,1
2068,1
2069,2
2070,0
2071,3
2072,0
2073,2
2074,0
2075,4
2076,2
2077,0
2078,3
2079,0
2080,0
2081,0
2082,2
2083,3
2084,1
2085,5
2086,3
2087,0
2088,3
2089,2
2090,4
2091,0
2092,2
2093,3
2094,1
2095,1
2096,0
2097,0
2098,0
2099,1
2100,3
2101,0
2102,3
2103,3
2104,5
2105,1
2106,1
2107,4
2108,5
2109,3
2110,2
2111,1
2112,4
2113,3
2114,2
2115,5
2116,2
2117,0
2118,0
2119,1
2120,3
2121,0
2122,1
2123,4
2124,3
2125,1
2126,0
2127,2
2128,0
2129,3
2130,5
2131,4
2132,1
2133,1
2134,4
2135,2
2136,0
2137,5
2138,2
2139,4
2140,1
2141,3
2142,4
2143,1
2144,0
2145,5
2146,2
2147,0
2148,4
2149,4
2150,1
2151,5
2152,1
2153,3
2154,2
2155,4
2156,2
2157,2
2158,0
2159,0
2160,0
2161,1
2162,0
2163,2
2164,3
2165,4
2166,3
2167,5
2168,0
2169,0
2170,2
2171,5
2172,3
2173,4
2174,5
2175,1
2176,0
2177,1
2178,5
2179,3
2180,3
2181,4
2182,5
2183,2
2184,4
2185,0
2186,4
2187,4
2188,0
2189,1
2190,4
2191,3
2192,3
2193,1
2194,1
2195,0
2196,2
2197,0
2198,0
2199,4
2200,3
2201,2
2202,5
2203,2
2204,0
2205,3
2206,3
2207,2
2208,3
2209,4
2210,2
2211,4
2212,0
2213,3
2214,5
2215,5
2216,1
2217,0
2218,2
2219,2
2220,3
2221,0
2222,5
2223,0
2224,4
2225,5
2226,0
2227,3
2228,0
2229,3
2230,3
2231,1
2232,1
2233,4
2234,4
2235,5
2236,2
2237,1
2238,2
2239,1
2240,3
2241,4
2242,0
2243,3
2244,3
2245,1
2246,0
2247,2
2248,1
2249,2
2250,1
2251,4
2252,0
2253,2
2254,0
2255,0
2256,4
2257,0
2258,3
2259,3
2260,3
2261,5
2262,5
2263,4
2264,0
2265,1
2266,4
2267,0
2268,3
2269,0
2270,3
2271,3
2272,2
2273,5
2274,4
2275,3
2276,0
2277,4
2278,1
2279,3
2280,5
2281,1
2282,3
2283,5
2284,3
2285,5
2286,5
2287,2
2288,5
2289,2
2290,2
2291,0
2292,3
2293,3
2294,1
2295,4
2296,1
2297,0
2298,1
2299,5
2300,1
2301,1
2302,4
2303,5
2304,5
2305,2
2306,2
2307,2
2308,1
2309,1
2310,0
2311,3
2312,1
2313,3
2314,0
2315,0
2316,0
2317,3
2318,4
2319,2
2320,0
2321,2
2322,2
2323,1
2324,1
2325,4
2326,5
2327,0
2328,3
2329,0
2330,3
2331,0
2332,0
2333,5
2334,3
2335,4
2336,0
2337,1
2338,4
2339,1
2340,0
2341,2
2342,2
2343,0
2344,1
2345,3
2346,0
2347,3
2348,0
2349,1
2350,5
2351,1
2352,3
2353,2
2354,1
2355,5
2356,4
2357,5
2358,2
2359,1
2360,0
2361,2
2362,0
2363,2
2364,5
2365,5
2366,0
2367,1
2368,0
2369,3
2370,3
2371,3
2372,3
2373,3
2374,4
2375,4
2376,2
2377,3
2378,5
2379,2
2380,0
2381,4
2382,0
2383,2
2384,0
2385,2
2386,0
2387,5
2388,2
2389,0
2390,2
2391,2
2392,3
2393,2
2394,4
2395,3
2396,5
2397,1
2398,2
2399,5
2400,1
2401,4
2402,4
2403,4
2404,5
2405,1
2406,2
2407,0
2408,3
2409,1
2410,1
2411,2
2412,4
2413,1
2414,2
2415,4
2416,2
2417,1
2418,0
2419,0
2420,4
2421,0
2422,2
2423,0
2424,3
2425,2
2426,2
2427,0
2428,4
2429,3
2430,2
2431,2
2432,2
2433,1
2434,2
2435,1
2436,1
2437,5
2438,3
2439,3
2440,4
2441,1
2442,5
2443,1
2444,0
2445,1
2446,0
2447,0
2448,4
2449,3
2450,5
2451,1
2452,5
2453,2
2454,2
2455,2
2456,0
2457,4
2458,2
2459,0
2460,2
2461,4
2462,5
2463,0
2464,1
2465,5
2466,5
2467,1
2468,5
2469,2
2470,0
2471,3
2472,1
2473,3
2474,2
2475,1
2476,4
2477,5
2478,5
2479,1
2480,5
2481,2
2482,0
2483,2
2484,5
2485,2
2486,3
2487,1
2488,0
2489,1
2490,0
2491,0
2492,4
2493,3
2494,3
2495,2
2496,2
2497,0
2498,2
2499,0
2500,4
2501,1
2502,0
2503,1
2504,0
2505,4
2506,4
2507,2
2508,1
2509,0
2510,2
2511,4
2512,0
2513,3
2514,3
2515,0
2516,5
2517,1
2518,5
2519,0
2520,4
2521,0
2522,4
2523,3
2524,1
2525,3
2526,2
2527,2
2528,3
2529,3
2530,5
2531,1
2532,0
2533,5
2534,0
2535,0
2536,2
2537,0
2538,1
2539,5
2540,5
2541,5
2542,3
2543,2
2544,3
2545,2
2546,5
2547,5
2548,3
2549,0
2550,2
2551,4
2552,2
2553,5
2554,1
2555,2
2556,2
2557,4
2558,0
2559,4
2560,3
2561,0
2562,0
2563,1
2564,4
2565,1
2566,2
2567,2
2568,2
2569,4
2570,5
2571,3
2572,4
2573,5
2574,2
2575,4
2576,3
2577,4
2578,0
2579,2
2580,4
2581,2
2582,0
2583,2
2584,0
2585,5
2586,0
2587,5
2588,2
2589,0
2590,4
2591,4
2592,1
2593,5
2594,3
2595,4
2596,5
2597,2
2598,0
2599,2
2600,2
2601,1
2602,4
2603,1
2604,1
2605,3
2606,2
2607,1
2608,3
2609,3
2610,5
2611,4
2612,1
2613,4
2614,2
2615,2
2616,4
2617,5
2618,1
2619,0
2620,4
2621,5
2622,1
2623,4
2624,4
2625,1
2626,0
2627,0
2628,0
2629,3
2630,4
2631,5
2632,1
2633,2
2634,3
2635,3
2636,5
2637,3
2638,5
2639,3
2640,5
2641,2
2642,0
2643,2
2644,5
2645,0
2646,5
2647,3
2648,5
2649,3
2650,3
2651,3
2652,3
2653,0
2654,5
2655,0
2656,1
2657,0
2658,5
2659,2
2660,2
2661,5
2662,5
2663,0
2664,1
2665,1
2666,2
2667,0
2668,4
2669,4
2670,5
2671,0
2672,5
2673,1
2674,5
2675,5
2676,4
2677,0
2678,0
2679,5
2680,5
2681,3
2682,5
2683,3
2684,3
2685,0
2686,1
2687,5
2688,3
2689,5
2690,5
2691,3
2692,3
2693,3
2694,2
2695,4
2696,5
2697,0
2698,2
2699,5
2700,5
2701,3
2702,1
2703,2
2704,3
2705,0
2706,5
2707,0
2708,3
2709,5
2710,0
2711,2
2712,5
2713,2
2714,2
2715,2
2716,3
2717,3
2718,5
2719,5
2720,2
2721,3
2722,5
2723,0
2724,1
2725,3
2726,0
2727,2
2728,4
2729,2
2730,0
2731,5
2732,1
2733,1
2734,1
2735,0
2736,0
2737,3
2738,3
2739,3
2740,2
2741,4
2742,5
2743,0
2744,1
2745,5
2746,5
2747,5
2748,2
2749,1
2750,0
2751,1
2752,3
2753,5
2754,3
2755,1
2756,3
2757,0
2758,5
2759,3
2760,4
2761,4
2762,2
2763,2
2764,2
2765,5
2766,0
2767,1
2768,3
2769,5
2770,3
2771,2
2772,2
2773,1
2774,0
2775,1
2776,5
2777,5
2778,2
2779,1
2780,3
2781,0
2782,2
2783,5
2784,4
2785,3
2786,0
2787,0
2788,1
2789,4
2790,4
2791,3
2792,4
2793,0
2794,2
2795,4
2796,2
2797,2
2798,4
2799,3
2800,3
2801,1
2802,0
2803,0
2804,2
2805,3
2806,4
2807,4
2808,0
2809,5
2810,5
2811,0
2812,1
2813,3
2814,2
2815,3
2816,5
2817,3
2818,1
2819,0
2820,5
2821,2
2822,5
2823,3
2824,0
2825,0
2826,1
2827,0
2828,1
2829,5
2830,4
2831,0
2832,3
2833,4
2834,5
2835,4
2836,5
2837,5
2838,5
2839,1
2840,4
2841,5
2842,3
2843,5
2844,3
2845,3
2846,4
2847,2
2848,4
2849,0
2850,0
2851,1
2852,1
2853,1
2854,3
2855,5
2856,2
2857,4
2858,5
2859,2
2860,5
2861,3
2862,0
2863,0
2864,3
2865,5
2866,2
2867,5
2868,0
2869,5
2870,0
2871,4
2872,3
2873,2
2874,3
2875,4
2876,1
2877,4
2878,4
2879,3
2880,5
2881,0
2882,5
2883,3
2884,2
2885,2
2886,0
2887,5
2888,1
2889,4
2890,5
2891,2
2892,2
2893,2
2894,2
2895,1
2896,0
2897,0
2898,0
2899,1
2900,4
2901,0
2902,3
2903,3
2904,5
2905,2
2906,3
2907,4
2908,0
2909,0
2910,5
2911,0
2912,1
2913,0
2914,2
2915,1
2916,2
2917,5
2918,0
2919,2
2920,5
2921,1
2922,0
2923,3
2924,3
2925,2
2926,0
2927,2
2928,5
2929,1
2930,5
2931,4
2932,2
2933,2
2934,5
2935,2
2936,1
2937,0
2938,1
2939,4
2940,3
2941,3
2942,2
2943,0
2944,4
2945,5
2946,2
2947,1
2948,0
2949,0
2950,2
2951,3
2952,1
2953,5
2954,0
2955,4
2956,1
2957,3
2958,1
2959,1
2960,2
2961,1
2962,4
2963,1
2964,5
2965,2
2966,0
2967,4
2968,4
2969,2
2970,0
2971,2
2972,1
2973,5
2974,4
2975,4
2976,2
2977,3
2978,3
2979,1
2980,2
2981,0
2982,0
2983,4
2984,3
2985,5
2986,3
2987,0
2988,1
2989,5
2990,0
2991,4
2992,5
2993,0
2994,1
2995,0
2996,0
2997,0
